"agency_id","agency_name","address","city","state","zip_code","coordinate_source","latitude","longitude","matched_label","manual_check_reason"
"cm76wpxb00084vrvg7jaukvo5","BASTROP CO. CONST. PCT. 3","P.O. BOX 508 5785 FM-535","CEDAR CREEK","TX","78612","place_centroid","30.0871611","-97.5008303","Cedar Creek, Bastrop County, Texas, 78612, United States","Review: coordinate uses place centroid."
"cm76wpxb801kcvrvgn7qzjnol","CEDAR HILL CITY MARSHAL'S OFFICE","285 Uptown Blvd, Bldg 100","CEDAR HILL","TX","75104","place_centroid","32.5888072","-96.9553675","Cedar Hill, Dallas County, Texas, 75104, United States","Review: coordinate uses place centroid."
"cm76wpxb701g7vrvgjx37987l","CEDAR HILL POLICE DEPARTMENT","285 UPTOWN BLVD STE 200","CEDAR HILL","TX","75104-3526","place_centroid","32.5889546","-96.9552643","Cedar Hill, Dallas County, Texas, 75104, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgob011cewvgnqflhdcp","CELESTE POLICE DEPT.","P. O. BOX 399","CELESTE","TX","75423","place_centroid","33.2944518","-96.1964149","Celeste, Hunt County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgom02zqewvgqg9nf8gq","CENTER POLICE DEPT.","P.O. BOX 1900","CENTER","TX","75935-1900","place_centroid","31.7952814","-94.1803576","Center, Shelby County, Texas, 75935, United States","Review: coordinate uses place centroid."
"cm7a0bgod01grewvg2xxijk71","Center Point ISD Police Department","PO BOX 377","CENTER POINT","TX","78010-0377","place_centroid","32.9354032","-97.5430785","Center Point, Tarrant County, Texas, 76020, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01mqewvgcaohyryz","LEON CO. CONST. PCT. 2","P. O. BOX 386","CENTERVILLE","TX","75833-0386","place_centroid","31.2578221","-95.9785301","Centerville, Leon County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01mwewvg7ul5869y","LEON COUNTY DISTRICT ATTORNEY","P.O. BOX 1010","CENTERVILLE","TX","75833","place_centroid","31.2577786","-95.9787048","Centerville, Leon County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgo900ozewvg4mbu49wn","CHANDLER POLICE DEPT.","P. O. BOX 425","CHANDLER","TX","75758","place_centroid","32.3102942","-95.4801513","Chandler, Henderson County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgos042sewvgfocbpz3m","CHICO POLICE DEPT.","P.O. BOX 37","CHICO","TX","76431","place_centroid","33.2959463","-97.7989236","Chico, Wise County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo700dcewvg3ttplt8z","CHILLICOTHE POLICE DEPT.","BOX 546 14051 US Highway 287","CHILLICOTHE","TX","79225","place_centroid","34.2537085","-99.5111446","Chillicothe, Hardeman County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoc0198ewvgyjcn4iia","JOHNSON CO. CONST. PCT. 4","2 North Main, Rm. B6","CLEBURNE","TX","76033","place_centroid","32.3474463","-97.3865494","Cleburne, Johnson County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxbb01yfvrvgi923e3if","CLINT POLICE DEPARTMENT","PO BOX 350","CLINT","TX","79836-0350","place_centroid","31.5900742","-106.227871","Clint, El Paso County, Texas, 79836, United States","Review: coordinate uses place centroid."
"cm7a0bgol02wkewvglyylwpsi","COLDSPRING-OAKHURST C.I.S.D. POLICE DEPT.","P. O. BOX 39","COLDSPRING","TX","77331-0039","place_centroid","30.592421","-95.1293818","Coldspring, San Jacinto County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb50144vrvg63raj0xe","COLEMAN CO. SHERIFF'S OFFICE","965 North US Hwy 283","COLEMAN","TX","76834","place_centroid","31.8310249","-99.4244712","Coleman, Coleman County, Texas, 76834, United States","Review: coordinate uses place centroid."
"cm76wpxb200ntvrvgtolovin4","TEXAS A & M UNIV. POLICE DEPARTMENT","1111 RESEARCH PKWY TAMU Mailstop 1231","COLLEGE STATION","TX","77845-9520","place_centroid","30.6183939","-96.3455991","College Station, Brazos County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo6006fewvgzat3shzo","COLLINSVILLE POLICE DEPARTMENT","PO BOX 649","COLLINSVILLE","TX","76233-0649","place_centroid","33.5614982","-96.9111138","Collinsville, Grayson County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoa010lewvgtzfy6b49","EAST TEXAS A&M UNIVERSITY POLICE DEPT.","P. O. BOX 3011","COMMERCE","TX","75429","place_centroid","33.2436492","-95.9026927","Commerce, Hunt County, Texas, 75428, United States","Review: coordinate uses place centroid."
"cm7a0bgoa010uewvge72o6nf9","HUNT CO. CONST. PCT. 2","P.O. BOX 411","Commerce","TX","75429","place_centroid","33.243471","-95.9027178","Commerce, Hunt County, Texas, 75428, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgop03loewvg93d8mirz","UVALDE CO. CONST. PCT. 3","P O BOX 96","Concan","TX","78838","place_centroid","29.5004352","-99.722628","Concan, Uvalde County, Texas, 78838, United States","Review: coordinate uses place centroid."
"cm7a0bgoh0267ewvghrimghp7","CUT & SHOOT POLICE DEPARTMENT","PO BOX 7364","CONROE","TX","77306-0364","place_centroid","30.3118769","-95.4560512","Conroe, Montgomery County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01pjewvgf5ye6zlu","COOLIDGE POLICE DEPARTMENT","101 North First Street, PO BOX 457","COOLIDGE","TX","76635-0457","place_centroid","31.7527484","-96.6512909","Coolidge, Limestone County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01p6ewvg7867uamy","LIMESTONE CO. CONST. PCT. 2","P. O. BOX 194 206 Bell St, Coolidge, TX 76635","COOLIDGE","TX","76635-0194","place_centroid","31.7528842","-96.651409","Coolidge, Limestone County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoi02esewvgv6dw91ql","PORT OF CORPUS CHRISTI POLICE DEPT","1002 East Port Avenue","CORPUS CHRISTI","TX","78401","place_centroid","27.7635302","-97.4033191","Corpus Christi, Nueces County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01kvewvgu9ffnuek","LASALLE CO. SHERIFF'S OFFICE","101 COURTHOUSE SQ STE 203","COTULLA","TX","78014-2290","place_centroid","28.4358692","-99.2350791","Cotulla, La Salle County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoa00vhewvgfl6q74pg","Covington ISD Police Department","501 N MAIN","COVINGTON","TX","76636-4659","place_centroid","32.1784832","-97.2580677","Covington, Hill County, Texas, 76636, United States","Review: coordinate uses place centroid."
"cm76wpxb601cdvrvg2cwsn3vs","Crane Co. Juvenile Probation Dept.","P. O. Box 412","Crane","TX","79731","place_centroid","31.39572","-102.3521214","Crane, Crane County, Texas, 79731, United States","Review: coordinate uses place centroid."
"cm76wpxb601cgvrvgk18syru2","CRANE CO. SHERIFF'S OFFICE","464 NW Truck Rte, Crane, TX 79731","CRANE","TX","79731-1175","place_centroid","31.3955626","-102.3520341","Crane, Crane County, Texas, 79731, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb300umvrvgood6flgq","CALLAHAN CO. CONST. PCT. 4","P O Box 145","Cross Plains","TX","76443","place_centroid","32.1262459","-99.1654444","Cross Plains, Callahan County, Texas, 76443, United States","Review: coordinate uses place centroid."
"cm76wpxb300uvvrvg7uc0tyng","CROSS PLAINS POLICE DEPT.","P.O. Box 129","CROSS PLAINS","TX","76443","place_centroid","32.1261903","-99.1652732","Cross Plains, Callahan County, Texas, 76443, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxbc023nvrvglcul9yni","CROWELL POLICE DEPT.","PO BOX 250 114 E. California","CROWELL","TX","79227-0250","place_centroid","33.9872886","-99.7225904","Crowell, Foard County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxbc023ivrvggey5d9ld","FOARD CO. SHERIFF'S OFFICE","P. O. BOX 309 110 S. 1st","CROWELL","TX","79227-0309","place_centroid","33.9874543","-99.7225201","Crowell, Foard County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoa00xuewvgz315un1i","CUMBY POLICE DEPARTMENT","PO BOX 349","CUMBY","TX","75433-0349","place_centroid","33.1373366","-95.8394083","Cumby, Hopkins County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb5012pvrvgfqril1pz","CUNEY POLICE DEPARTMENT","PO BOX 155","CUNEY","TX","75759-0155","place_centroid","32.0323904","-95.4173571","Cuney, Cherokee County, Texas, 75759, United States","Review: coordinate uses place centroid."
"cm7a0bgoh028tewvgeoi4tmns","DAINGERFIELD FIRE DEPT.","101 Linda Dr. City Hall","DAINGERFIELD","TX","75638-1704","place_centroid","33.0318031","-94.7219895","Daingerfield, Morris County, Texas, 75638, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01nwewvgwpo23bvl","LIBERTY CO. CONST. PCT. 2","P. O. BOX 31 3556 FM 160 N., Raywood, Tx 77582","DAISETTA","TX","77533-0031","place_centroid","30.1132688","-94.642975","Daisetta, Liberty County, Texas, 77533, United States","Review: coordinate uses place centroid."
"cm76wpxb701fpvrvgb21qtm6x","DALLAS CO. DIST. ATTY.'S OFFICE","133 N RIVERFRONT BLVD STE 19","DALLAS","TX","75207-4361","place_centroid","32.7762719","-96.7968559","Dallas, Dallas County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxb701f4vrvgmvk3c9te","DALLAS CO. SHERIFF'S OFFICE","133 N RIVERFRONT BLVD lockbox 31","DALLAS","TX","75207-4363","place_centroid","32.7763592","-96.7970133","Dallas, Dallas County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb701ebvrvgj2rdpfl8","SOUTHERN METHODIST UNIV. POLICE DEPT.","PO BOX 750334","DALLAS","TX","75275-0334","place_centroid","32.7764098","-96.7969716","Dallas, Dallas County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb300qvvrvg1m7drrfn","BURLESON CO. CONST. PCT. 1","P.O Box 136","Deanville","TX","77852","place_centroid","30.4321524","-96.7560884","Deanville, Burleson County, Texas, 77852, United States","Review: coordinate uses place centroid."
"cm7a0bgos042gewvgwxcww0wg","WISE CO. DIST. ATTY.'S OFFICE","271ST JUDICIAL DISTRICT WISE COUNTY COURTHOUSE #200","DECATUR","TX","76234","place_centroid","33.2342834","-97.5861393","Decatur, Wise County, Texas, 76234, United States","Review: coordinate uses place centroid."
"cm76wpxb200jhvrvgmmpnsk52","DEKALB POLICE DEPARTMENT","110 E GRIZZLEY ST","DE KALB","TX","75559-1802","place_centroid","33.5087256","-94.616319","De Kalb, Bowie County, Texas, 75559, United States","Review: coordinate uses place centroid."
"cm7a0bgop03meewvgxndeb5yd","63rd 83rd Judicial District CSCD","P.O. Box 4249","Del RIo","TX","78840","place_centroid","29.357515","-100.8987707","Del Rio, Val Verde County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgop03mhewvgzutjd2lc","VAL VERDE CO. SHERIFF'S OFFICE","PO BOX 1201","DEL RIO","TX","78841-1201","place_centroid","29.3576378","-100.8989023","Del Rio, Val Verde County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxb901msvrvgichgdkq8","DENTON CO. CONST. PCT. 1","1 COURTHOUSE DR STE 1000","DENTON","TX","76208-1583","place_centroid","33.215038","-97.1330431","Denton, Denton County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoi02ckewvgzjvbps8y","NEWTON CO. CONST. PCT. 4","PO Box 1233","Deweyville","TX","77614","place_centroid","30.2965285","-93.7453704","Deweyville, Newton County, Texas, 77614, United States","Review: coordinate uses place centroid."
"cm76wpxb801jovrvgalvblpyg","DALLAS-DFW AIRPORT DPS","PO BOX 619428","DFW Airport","TX","75261-9428","zip_centroid","32.7673","-96.7776","75261 Dallas, Texas","Review: coordinate uses ZIP centroid."
"cm7a0bgog021tewvgiqp4v8jd","MEDINA CO. CONST. PCT. 3","P.O. BOX 487","D'HANIS","TX","78850","place_centroid","29.3305124","-99.2797627","D'Hanis, Medina County, Texas, 78850, United States","Review: coordinate uses place centroid."
"cm76wpxaz002ivrvg34rzy0t3","DIBOLL POLICE DEPT.","P.O. BOX 340","DIBOLL","TX","75941-0340","place_centroid","31.1871319","-94.7810412","Diboll, Angelina County, Texas, 75941, United States","Review: coordinate uses place centroid."
"cm76wpxbd027evrvgs6yvbkvr","Dilley Police Department","PO BOX 227","DILLEY","TX","78017-0227","place_centroid","28.6695971","-99.1672017","Dilley, Frio County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxbd027bvrvgu81vgk9p","FRIO CO. CONST. PCT. 4","P.O. BOX 1993","DILLEY","TX","78017","place_centroid","28.6696898","-99.167356","Dilley, Frio County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgog020oewvgukjg7hiq","MAVERICK CO. SHERIFF'S OFFICE","1051 BALBOA JONES MEMORIAL DR","EAGLE PASS","TX","78852-6196","place_centroid","28.709211","-100.4992936","Eagle Pass, Maverick County, Texas, 78852, United States","Review: coordinate uses place centroid."
"cm7a0bgog020mewvg08ve6slp","MAVERICK, DIMMIT & ZAVALA CO. CSCD","P. O. BOX 448","EAGLE PASS","TX","78853","place_centroid","28.7090794","-100.4994164","Eagle Pass, Maverick County, Texas, 78852, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoe01k4ewvg7uyyvpdd","Springlake-Earth ISD Police Department","472 FM 302","Earth","TX","79031","place_centroid","34.2331373","-102.4107493","Earth, Lamb County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgor03udewvgtfv7yv3k","WHARTON CO. CONST. PCT. 2","P. O. BOX 780","EAST BERNARD","TX","77435","place_centroid","29.5273003","-96.0647348","East Bernard, Wharton County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxbc021yvrvgny847722","ECTOR POLICE DEPARTMENT","PO BOX 188","ECTOR","TX","75439-0188","place_centroid","33.5772527","-96.2731254","Ector, Fannin County, Texas, 75439, United States","Review: coordinate uses place centroid."
"cm76wpxb601a7vrvgafaz2cbg","CONCHO CO. CONST. PCT. 4","P.O. BOX 32","EDEN","TX","76837","place_centroid","31.2161476","-99.8454772","Eden, Concho County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoq03nsewvgfuo4pl6i","EDGEWOOD POLICE DEPARTMENT","PO BOX 735","EDGEWOOD","TX","75117-0735","place_centroid","32.6981846","-95.8852438","Edgewood, Van Zandt County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo900r9ewvgzu913734","HIDALGO CO. DIST. ATTY.'S OFFICE","100 E CANO COURTHOUSE ANNEX III 2ND FL","EDINBURG","TX","78539","place_centroid","26.3013982","-98.1624501","Edinburg, Hidalgo County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgob014gewvgvj4l4nzu","LAVACA-NAVIDAD RIVER AUTHORITY LAW ENFORCEMENT DIVISION","4631 FM 3131","EDNA","TX","77957","place_centroid","28.9772626","-96.6462526","Edna, Jackson County, Texas, 77957, United States","Review: coordinate uses place centroid."
"cm76wpxay0008vrvgb79ptov8","ANDERSON CO. CONST. PCT. 1","P.O. Box 952","Elkhart","TX","75839","place_centroid","31.6251747","-95.5793977","Elkhart, Anderson County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgog020iewvgr3y1tspm","TIDEHAVEN I.S.D. POLICE DEPT.","P. O. BOX 129","EL MATON","TX","77440-0129","zip_centroid","28.876","-96.1434","77440 Elmaton, Texas","Review: coordinate uses ZIP centroid."
"cm76wpxbb01y6vrvgkhd2bwoj","34TH JUDICIAL DIST. ATTY.'S OFFICE","500 E. SAN ANTONIO ST., SUITE 201 EL PASO COUNTY BLDG.","EL PASO","TX","79901","place_centroid","31.7601001","-106.4870476","El Paso, El Paso County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo900r3ewvgptv5y9ra","HIDALGO CO. CONST. PCT. 5","PO BOX 1279","ELSA","TX","78543","place_centroid","26.2966228","-97.9931057","Elsa, Hidalgo County, Texas, 78543, United States","Review: coordinate uses place centroid."
"cm7a0bgo800m9ewvgnlvucmei","ELYSIAN FIELDS ISD POLICE DEPARTMENT","PO BOX 120","ELYSIAN FIELDS","TX","75642-0120","place_centroid","32.3699213","-94.1832477","Elysian Fields, Harrison County, Texas, 75642, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01l1ewvglkq2dand","LASALLE CO. CONST. PCT. 2","502 South Nopal","Encinal","TX","78019","place_centroid","28.0406329","-99.3552096","Encinal, La Salle County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgob015iewvg99guropc","Evadale ISD Police Department","P.O. Box 497 908 FM 105","Evadale","TX","77615","place_centroid","30.3550915","-94.0725783","Evadale, Jasper County, Texas, 77615, United States","Review: coordinate uses place centroid."
"cm7a0bgob0150ewvgotz8clw3","JASPER CO. CONST. PCT. 6","P.O. BOX 507","EVADALE","TX","77615","place_centroid","30.3550696","-94.072757","Evadale, Jasper County, Texas, 77615, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxbb01yuvrvgv4xxuwi8","El Paso County ESD #2 Fire Marshal's Office","16001 Socorro Rd. PO Box 265","Fabens","TX","79838","place_centroid","31.5044312","-106.1508395","Fabens, El Paso County, Texas, 79838, United States","Review: coordinate uses place centroid."
"cm76wpxbd026lvrvgn2j58cty","FAIRFIELD POLICE DEPT.","839 East Commerce PO Box 1149","FAIRFIELD","TX","75840","place_centroid","31.7244035","-96.1648789","Fairfield, Freestone County, Texas, 75840, United States","Review: coordinate uses place centroid."
"cm76wpxb300pkvrvg1l62iwqg","BROOKS COUNTY SHERIFF'S OFFICE","PO BOX 558","FALFURRIAS","TX","78355-0558","place_centroid","27.2247328","-98.1462397","Falfurrias, Brooks County, Texas, 78355, United States","Review: coordinate uses place centroid."
"cm7a0bgoc01c8ewvgmto52ll1","KARNES CO. CONST. PCT. 2","PO Box 328","Falls City","TX","78113","place_centroid","28.9814704","-98.0183225","Falls City, Karnes County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoj02jrewvgv1v2x0q2","PARMER COUNTY SHERIFF'S OFFICE","PO BOX 860","FARWELL","TX","79325-0860","place_centroid","34.383409","-103.038001","Farwell, Parmer County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgol02shewvg63gejvv1","Fate DPS","PO BOX 159","FATE","TX","75132-0159","place_centroid","32.9414409","-96.3813805","Fate, Rockwall County, Texas, 75132, United States","Review: coordinate uses place centroid."
"cm7a0bgob015oewvgs9jaohrn","JEFF DAVIS CO. CONST. PCT. 1","P. O. BOX  636","FORT DAVIS","TX","79734","place_centroid","30.5891645","-103.894959","Fort Davis, Jeff Davis County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgon035fewvgho2qq9dt","TEXAS CHRISTIAN UNIVERSITY  POLICE","TCU BOX 298230","FORT WORTH","TX","76129-0001","place_centroid","32.753177","-97.3327459","Fort Worth, Tarrant County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoe01l6ewvg2kcujmtl","LASALLE CO. CONST. PCT. 4","PO Box 476","Fowlerton","TX","78021","place_centroid","28.4657414","-98.8112087","Fowlerton, La Salle County, Texas, 78019, United States","Review: coordinate uses place centroid."
"cm7a0bgol02rrewvgwyzl70va","FRANKLIN POLICE DEPT.","P.O. BOX 428","FRANKLIN","TX","77856","place_centroid","31.0260194","-96.4852445","Franklin, Robertson County, Texas, 77856, United States","Review: coordinate uses place centroid."
"cm7a0bgok02rcewvgyf5c3w5o","ROBERTSON CO. CONST. PCT. 3","PO BOX 579","FRANKLIN","TX","77856","place_centroid","31.0258944","-96.485115","Franklin, Robertson County, Texas, 77856, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgok02riewvgn4zn0uhw","ROBERTSON CO. DIST. ATTY.'S OFFICE","P. O. BOX 409 COUNTY COURTHOUSE,  RM 201","FRANKLIN","TX","77856","place_centroid","31.0260413","-96.4850658","Franklin, Robertson County, Texas, 77856, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm76wpxay000nvrvg2aii9dma","FRANKSTON POLICE DEPT.","P.O. BOX 186","FRANKSTON","TX","75763","place_centroid","32.0543013","-95.5059246","Frankston, Anderson County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo5000iewvggxqdsdu3","FRIENDSWOOD POLICE DEPARTMENT","1600 WHITAKER","FRIENDSWOOD","TX","77546-4177","place_centroid","29.5293998","-95.2010447","Friendswood, Galveston County, Texas, 77546, United States","Review: coordinate uses place centroid."
"cm7a0bgoq03ofewvgsqsg31cx","FRUITVALE ISD POLICE","141 VZCR 1901","FRUITVALE","TX","75127-1743","place_centroid","32.6831676","-95.8031428","Fruitvale, Van Zandt County, Texas, United States","Review: coordinate uses place centroid."
"cm76wpxaz0043vrvg0k8vw9bu","FULTON POLICE DEPARTMENT","PO BOX 1130","FULTON","TX","78358-1130","place_centroid","28.0658705","-97.0408066","Fulton, Aransas County, Texas, 78358, United States","Review: coordinate uses place centroid."
"cm7a0bgo50029ewvg2zosahko","GALVESTON CITY MARSHAL'S OFFICE","3002 Ball Suite B P.O. Box 779, Galveston, Tx  77553","GALVESTON","TX","77550","place_centroid","29.3056996","-94.7933252","Galveston, Galveston County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo50023ewvgmgctfhjn","GALVESTON PARK BOARD OF TRUSTEES POLICE DEPT","601 Tremont Ste.200 (Physical address:  Stewart Beach @ 4th & Sand)","GALVESTON","TX","77550","place_centroid","29.3058786","-94.7933064","Galveston, Galveston County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgob0148ewvgv618n28i","JACKSON CO. CONST. PCT. 2","P. O. BOX 703","GANADO","TX","77962","place_centroid","29.0396292","-96.5122845","Ganado, Jackson County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgom033aewvg7rvhnnuy","STARR CO. CONST. PCT. 6","P O BOX 308","Garciasville","TX","78547","place_centroid","26.319235","-98.6939133","Garciasville, Starr County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoi029sewvg9mow5xpf","GARRISON POLICE DEPT.","330 South B. Avenue","GARRISON","TX","75946","place_centroid","31.8243402","-94.491039","Garrison, Nacogdoches County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgor03y7ewvgg8a1mad0","SOUTHWESTERN UNIVERSITY POLICE DEPARTMENT","PO BOX 770","GEORGETOWN","TX","78627-0770","place_centroid","30.6370152","-97.6775634","Georgetown, Williamson County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgor03yjewvgja40nqkk","WILLIAMSON CO. CONST. PCT. 3","100 WILCO WAY STE C101","GEORGETOWN","TX","78626-2601","place_centroid","30.637138","-97.677695","Georgetown, Williamson County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgop03koewvgjo4595bt","UPSHUR CO. DIST. ATTY.'S OFFICE","405 N. TITUS ST. UPSHUR CO. JUSTICE CENTER","GILMER","TX","75644","place_centroid","32.728803","-94.9445572","Gilmer, Upshur County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgom032iewvgc6s3jjlt","SOMERVELL CO. CONST. PCT. 1","P O BOX 841","GLEN ROSE","TX","76043","place_centroid","32.2340767","-97.7550003","Glen Rose, Somervell County, Texas, 76043, United States","Review: coordinate uses place centroid."
"cm7a0bgoc019vewvgomoqau8g","GODLEY POLICE DEPARTMENT","PO BOX 27 200 W RAILROAD AVE","GODLEY","TX","76044-0027","place_centroid","32.449029","-97.5266886","Godley, Johnson County, Texas, 76044, United States","Review: coordinate uses place centroid."
"cm7a0bgoh024gewvgpe13ag6s","MILLS CO. SHERIFF'S OFFICE","PO BOX 1497","GOLDTHWAITE","TX","76844-1497","place_centroid","31.4508098","-98.570017","Goldthwaite, Mills County, Texas, 76844, United States","Review: coordinate uses place centroid."
"cm7a0bgo50042ewvgwcsg49w8","GOLIAD CO. CONST. PCT. 1","P.O. Box 678","Goliad","TX","77963","place_centroid","28.6689099","-97.3911137","Goliad, Goliad County, Texas, 77967, United States","Review: coordinate uses place centroid."
"cm7a0bgo5004lewvgx35a3v7m","GONZALES POLICE DEPARTMENT","PO BOX 547","GONZALES","TX","78629-0547","place_centroid","29.5068721","-97.4496293","Gonzales, Gonzales County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoj02h8ewvg2fjp4yk2","PALO PINTO CO. CONST. PCT. 2","P. O. BOX 171","GRAFORD","TX","76449-0294","place_centroid","32.9374587","-98.2485621","Graford, Palo Pinto County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgos0453ewvgt3qk87iz","90th Judicial District CSCD","P.O. Box 794","Graham","TX","76450","place_centroid","33.1064303","-98.5903841","Graham, Young County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgoq03nbewvgne1g6kp5","VAN ZANDT CO. CONST. PCT. 1","P O BOX 189","GRAND SALINE","TX","75140-0189","place_centroid","32.6767857","-95.7110372","Grand Saline, Van Zandt County, Texas, 75140, United States","Review: coordinate uses place centroid."
"cm7a0bgob011iewvgk9lksii3","GREENVILLE POLICE DEPARTMENT","PO BOX 1049","GREENVILLE","TX","75403-1049","place_centroid","33.1384488","-96.1108066","Greenville, Hunt County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgob0113ewvgpmc1ysbj","HUNT CO. ATTY.'S OFFICE","P. O. BOX 1097","GREENVILLE","TX","75403-1097","place_centroid","33.138326","-96.1109382","Greenville, Hunt County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgoa010rewvgese07bz4","HUNT CO. CONST. PCT. 1","PO BOX 1097","GREENVILLE","TX","75401","place_centroid","33.1385926","-96.1109149","Greenville, Hunt County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgob0116ewvgraduh67d","HUNT CO. DIST. ATTY.'S OFFICE","P. O. BOX 441","GREENVILLE","TX","75403-0441","place_centroid","33.1384362","-96.1109862","Greenville, Hunt County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgob0125ewvgxmwqlq73","HUNT CO. FIRE MARSHAL'S OFFICE","P. O. BOX 1097","GREENVILLE","TX","75403-1097","place_centroid","33.138269","-96.110816","Greenville, Hunt County, Texas, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgop03jeewvga5clh6vi","258TH JUDICIAL DIST. ATTY.'S OFFICE","P. O. BOX 400","GROVETON","TX","75845","place_centroid","31.0549071","-95.1257691","Groveton, Trinity County, Texas, 75845, United States","Review: coordinate uses place centroid."
"cm7a0bgop03j4ewvgumiacx45","TRINITY CO. CONST. PCT. 1","PO BOX 1028","Groveton","TX","75845","place_centroid","31.0548575","-95.1255961","Groveton, Trinity County, Texas, 75845, United States (pin offset from duplicate place centroid)","Review: coordinate uses place centroid."
"cm7a0bgod01h6ewvgdfbphrsz","KING CO. SHERIFF'S OFFICE","P. O. BOX 66","GUTHRIE","TX","79236-0066","place_centroid","33.6196024","-100.3226457","Guthrie, King County, Texas, United States","Review: coordinate uses place centroid."
"cm7a0bgo600c0ewvgx1re8zot","HALE CENTER POLICE DEPT.","P. O. BOX 532 702 Main","Hale Center","TX","79041","place_centroid","34.0644671","-101.844368","Hale Center, Hale County, Texas, United States","Review: coordinate uses place centroid."
